Syntax version=4
Sat Mar 16 08:56:33 2019
Starting process (2143480 clocks per sec)

LogRawData=false
VarHeader=1
D:		GlobalCommand	jointSet.JOINT1	jointSet.JOINT2	jointSet.JOINT3	jointSet.JOINT4	jointSet.JOINT5	jointMeasured.JOINT1	jointMeasured.JOINT2	jointMeasured.JOINT3	jointMeasured.JOINT4	jointMeasured.JOINT5	meaPosition.P.x	meaPosition.P.y	meaPosition.P.z	msTicks	Int_Cnt	dstPosition.P.x	dstPosition.P.y	dstPosition.P.z	TEST	CAL	BASE.DcMotor.State.measuredError	SHLDR.DcMotor.State.measuredError	ELBOW.DcMotor.State.measuredError	PITCH.DcMotor.State.measuredError	ROLL.DcMotor.State.measuredError	sqr_euclideDistance
D:	time(ms)	(0x20000024,1)	(0x200005d0,6)	(0x200005d4,6)	(0x200005d8,6)	(0x200005dc,6)	(0x200005e0,6)	(0x200005e4,6)	(0x200005e8,6)	(0x200005ec,6)	(0x200005f0,6)	(0x200005f4,6)	(0x2000064c,6)	(0x20000650,6)	(0x20000654,6)	(0x200003c0,4)	(0x20000018,4)	(0x2000061c,6)	(0x20000620,6)	(0x20000624,6)	(0x2000000e,0)	(0x2000000f,0)	(0x200003f0,7)	(0x20000458,7)	(0x200004c0,7)	(0x20000528,7)	(0x20000590,7)	(0x20000000,7)
D:	1102.84	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5064	5065	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1139.14	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5100	5100	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1185.75	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5147	5145	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1221.89	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5183	5180	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1258.11	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5220	5220	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1303.95	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5265	5265	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1340.34	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5301	5300	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1385.96	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5348	5345	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1423.10	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5385	5385	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1458.25	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5420	5420	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1503.17	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5465	5465	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1539.38	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5501	5500	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1585.92	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5547	5545	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1622.11	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5583	5580	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1658.51	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5620	5620	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1703.24	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5665	5665	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1739.59	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5701	5700	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1786.16	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5748	5745	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1821.64	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5783	5780	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1859.03	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5820	5820	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1903.52	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5865	5865	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1939.71	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5901	5900	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	1986.65	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5948	5945	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2025.06	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	5987	5985	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2061.35	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6023	6020	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2103.80	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6065	6065	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2140.14	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6101	6100	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2186.59	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6148	6145	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2224.05	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6185	6185	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2259.39	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6221	6220	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2303.90	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6265	6265	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2339.21	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6301	6300	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2386.72	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6348	6345	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2424.07	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6385	6385	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2460.32	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6422	6420	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2503.68	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6465	6465	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2541.26	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6503	6500	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2586.44	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6548	6545	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2624.06	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6585	6585	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2660.26	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6622	6620	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2703.56	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6665	6665	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2739.23	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6700	6700	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2786.46	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6748	6745	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2822.92	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6784	6780	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2859.16	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6820	6820	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2903.45	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6865	6865	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2940.34	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6902	6900	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	2986.70	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6948	6945	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3022.86	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	6985	6980	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3057.88	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7020	7015	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3103.94	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7065	7065	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3140.32	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7102	7100	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3187.36	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7149	7145	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3224.53	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7186	7185	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3259.73	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7221	7220	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3304.89	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7266	7265	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3341.55	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7303	7300	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3387.92	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7350	7345	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3424.23	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7385	7385	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3459.52	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7421	7420	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3506.34	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7468	7465	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
D:	3541.50	-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.450000	-0.450000	-0.000000	0.000000	368.994629	0.000000	60.633423	7503	7500	369.000000	0.000000	62.000000	0	0	0.000000	0.450000	0.000000	-0.000000	0.000000	1.867562
